GAME_DATE_EST,GAME_ID,SEASON,HOME_TEAM_ID,OPP_TEAM_ID,WL,PTS_L5,FG_PCT_L5,FT_PCT_L5,FG3_PCT_L5,AST_L5,REB_L5,WL_L5,PTS_L10,FG_PCT_L10,FT_PCT_L10,FG3_PCT_L10,AST_L10,REB_L10,WL_L10,REST_DAYS_TEAM,B2B_TEAM,WIN_STREAK,PTS_L5_OPP,FG_PCT_L5_OPP,FT_PCT_L5_OPP,FG3_PCT_L5_OPP,AST_L5_OPP,REB_L5_OPP,WL_L5_OPP,PTS_L10_OPP,FG_PCT_L10_OPP,FT_PCT_L10_OPP,FG3_PCT_L10_OPP,AST_L10_OPP,REB_L10_OPP,WL_L10_OPP,REST_DAYS_TEAM_OPP,B2B_TEAM_OPP,WIN_STREAK_OPP,PTS_L5_DIFF,FG_PCT_L5_DIFF,FT_PCT_L5_DIFF,FG3_PCT_L5_DIFF,AST_L5_DIFF,REB_L5_DIFF,WL_L5_DIFF,PTS_L10_DIFF,FG_PCT_L10_DIFF,FT_PCT_L10_DIFF,FG3_PCT_L10_DIFF,AST_L10_DIFF,REB_L10_DIFF,WL_L10_DIFF,REST_DAYS_TEAM_DIFF,B2B_TEAM_DIFF,WIN_STREAK_DIFF
2004-12-22,20400373,2004,1610612749,1610612757,0,91.2,0.3872,0.7582000000000001,0.4218,19.0,45.0,0.2,91.4,0.4147,0.7663,0.35609999999999997,19.7,42.2,0.2,4.0,0,0,87.8,0.45380000000000004,0.6324,0.34600000000000003,22.6,40.0,0.4,90.1,0.43200000000000005,0.7328,0.327,20.7,42.5,0.4,2.0,0,0,3.4000000000000057,-0.06660000000000005,0.12580000000000013,0.07579999999999998,-3.6000000000000014,5.0,-0.2,1.3000000000000114,-0.017300000000000038,0.033499999999999974,0.02909999999999996,-1.0,-0.29999999999999716,-0.2,2.0,0,0
2019-02-05,21800800,2018,1610612755,1610612761,0,114.8,0.45640000000000003,0.7729999999999999,0.3628,29.2,44.4,0.6,118.7,0.4827,0.7899999999999999,0.3823,29.5,48.5,0.7,3.0,0,0,112.2,0.4396,0.8507999999999999,0.3458,23.2,46.2,0.4,115.9,0.4544,0.8246,0.34530000000000005,24.3,45.4,0.6,2.0,0,1,2.5999999999999943,0.016800000000000037,-0.07779999999999998,0.017000000000000015,6.0,-1.8000000000000043,0.19999999999999996,2.799999999999997,0.028299999999999992,-0.034600000000000075,0.03699999999999992,5.199999999999999,3.1000000000000014,0.09999999999999998,1.0,0,-1
2012-03-14,21100634,2011,1610612758,1610612765,0,102.6,0.4659999999999999,0.7692,0.38239999999999996,20.6,38.4,0.4,102.6,0.4507,0.7942,0.3361,19.7,41.7,0.4,1.0,1,0,90.4,0.469,0.7577999999999999,0.246,19.0,38.2,0.6,91.8,0.4345,0.7539,0.2665,17.8,41.2,0.5,2.0,0,0,12.199999999999989,-0.003000000000000058,0.011400000000000077,0.13639999999999997,1.6000000000000014,0.19999999999999574,-0.19999999999999996,10.799999999999997,0.016199999999999992,0.0403,0.0696,1.8999999999999986,0.5,-0.09999999999999998,-1.0,1,0
2006-04-10,20501152,2005,1610612740,1610612739,0,99.8,0.4664,0.7634000000000001,0.3432,22.2,41.0,0.6,94.8,0.4534999999999999,0.7521,0.35069999999999996,19.9,39.5,0.5,2.0,0,0,106.6,0.5122,0.6904000000000001,0.3644,19.0,43.2,0.8,105.4,0.4944,0.6898,0.4202,19.7,42.4,0.9,2.0,0,1,-6.799999999999997,-0.04580000000000001,0.07299999999999995,-0.021199999999999997,3.1999999999999993,-2.200000000000003,-0.20000000000000007,-10.600000000000009,-0.0409000000000001,0.06230000000000002,-0.06950000000000006,0.1999999999999993,-2.8999999999999986,-0.4,0.0,0,-1
2012-03-26,21100732,2011,1610612752,1610612749,1,94.0,0.42539999999999994,0.6894,0.2476,18.6,46.4,0.8,101.3,0.4600999999999999,0.708,0.3275,21.6,43.3,0.6,2.0,0,1,108.6,0.487,0.75,0.3926,30.4,44.4,0.6,109.1,0.48769999999999997,0.771,0.3833,30.7,42.1,0.7,2.0,0,0,-14.599999999999994,-0.061600000000000044,-0.06059999999999999,-0.14500000000000002,-11.799999999999997,2.0,0.20000000000000007,-7.799999999999997,-0.02760000000000007,-0.06300000000000006,-0.05579999999999996,-9.099999999999998,1.1999999999999957,-0.09999999999999998,0.0,0,1
2022-10-24,22200045,2022,1610612748,1610612761,0,112.4,0.45899999999999996,0.8216000000000001,0.37720000000000004,25.4,43.2,0.6,111.625,0.447625,0.8195,0.353,26.5,43.75,0.625,2.0,0,1,111.4,0.42799999999999994,0.7252000000000001,0.32839999999999997,20.8,44.6,0.4,112.0,0.4395,0.699,0.3015,20.5,47.875,0.5,2.0,0,0,1.0,0.031000000000000028,0.09640000000000004,0.048800000000000066,4.599999999999998,-1.3999999999999986,0.19999999999999996,-0.375,0.008124999999999993,0.12050000000000005,0.05149999999999999,6.0,-4.125,0.125,0.0,0,1
2013-11-20,21300169,2013,1610612740,1610612762,1,105.0,0.4768,0.778,0.36439999999999995,23.4,40.2,0.4,100.7,0.4547,0.7968,0.41790000000000005,22.2,41.0,0.4,4.0,0,1,89.8,0.4304,0.7034,0.3672000000000001,17.2,40.2,0.2,88.1,0.4149,0.7168,0.2857,16.7,40.6,0.1,2.0,0,0,15.200000000000003,0.0464,0.0746,-0.0028000000000001357,6.199999999999999,0.0,0.2,12.600000000000009,0.0398,0.07999999999999996,0.13220000000000004,5.5,0.3999999999999986,0.30000000000000004,2.0,0,1
2004-01-13,20300539,2003,1610612756,1610612743,0,83.2,0.4074,0.8056000000000001,0.308,19.0,38.2,0.0,92.2,0.4277,0.7889,0.3145,19.3,38.8,0.2,4.0,0,0,95.0,0.4572,0.7686,0.15860000000000002,22.0,42.8,0.4,95.7,0.4556,0.779,0.26549999999999996,24.0,40.6,0.5,2.0,0,0,-11.799999999999997,-0.04980000000000001,0.037000000000000144,0.14939999999999998,-3.0,-4.599999999999994,-0.4,-3.5,-0.02789999999999998,0.00990000000000002,0.049000000000000044,-4.699999999999999,-1.8000000000000043,-0.3,2.0,0,0
2021-12-26,22100494,2021,1610612739,1610612761,1,113.2,0.4728,0.8388,0.37479999999999997,26.0,46.4,0.8,113.2,0.47779999999999995,0.8366,0.3859,26.9,45.9,0.7,4.0,0,0,114.2,0.45899999999999996,0.7182000000000001,0.3556,25.6,44.4,0.6,105.5,0.43499999999999994,0.7335999999999999,0.3275,22.3,44.5,0.5,8.0,0,1,-1.0,0.013800000000000034,0.12059999999999993,0.01919999999999994,0.3999999999999986,2.0,0.20000000000000007,7.700000000000003,0.042800000000000005,0.10300000000000009,0.05840000000000001,4.599999999999998,1.3999999999999986,0.19999999999999996,-4.0,0,-1
2012-04-13,21100876,2011,1610612753,1610612737,0,93.4,0.4258,0.7373999999999999,0.38839999999999997,18.6,41.0,0.4,96.2,0.4457999999999999,0.6951,0.3666,18.9,41.0,0.4,3.0,0,0,102.6,0.4908,0.7869999999999999,0.3154,25.4,39.4,0.6,102.5,0.47969999999999996,0.7712,0.3006,24.3,42.0,0.6,2.0,0,0,-9.199999999999989,-0.065,-0.04959999999999998,0.07299999999999995,-6.799999999999997,1.6000000000000014,-0.19999999999999996,-6.299999999999997,-0.03390000000000004,-0.07609999999999995,0.066,-5.400000000000002,-1.0,-0.19999999999999996,1.0,0,0
2013-12-28,21300444,2013,1610612749,1610612750,0,106.2,0.42939999999999995,0.827,0.3254,21.4,48.6,0.2,95.1,0.41930000000000006,0.7998000000000001,0.2986,19.0,43.5,0.2,1.0,1,0,108.8,0.4366,0.7484,0.2954,23.4,50.2,0.4,106.4,0.4218,0.7841,0.34519999999999995,22.8,47.2,0.5,1.0,1,1,-2.5999999999999943,-0.00720000000000004,0.0786,0.030000000000000027,-2.0,-1.6000000000000014,-0.2,-11.300000000000011,-0.0024999999999999467,0.015700000000000047,-0.046599999999999975,-3.8000000000000007,-3.700000000000003,-0.3,0.0,0,-1
