GAME_DATE_EST,GAME_ID,SEASON,HOME_TEAM_ID,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,HOME_TEAM_WINS,VISITOR_TEAM_ID,TEAM_ID,OPP_TEAM_ID,IS_HOME,WL,REST_DAYS_TEAM,B2B_TEAM,WIN_STREAK,PTS_L5,FG_PCT_L5,FT_PCT_L5,FG3_PCT_L5,AST_L5,REB_L5,WL_L5,PTS_L10,FG_PCT_L10,FT_PCT_L10,FG3_PCT_L10,AST_L10,REB_L10,WL_L10
2017-12-07,21700366,2017,1610612762,101.0,0.442,0.815,0.3670000000000001,17.0,32.0,0,1610612745,1610612762,1610612745,1,0,2.0,0,0,111.2,0.5098,0.7774,0.4255999999999999,26.8,41.8,0.8,110.5,0.49090000000000006,0.7855,0.4286,25.8,41.1,0.7
2016-10-30,21600037,2016,1610612748,99.0,0.4629999999999999,0.6920000000000001,0.35,19.0,36.0,0,1610612759,1610612748,1610612759,1,0,2.0,0,0,100.8,0.44719999999999993,0.7215999999999999,0.32439999999999997,20.8,48.8,0.4,103.5,0.4643,0.6784,0.3624,22.3,46.2,0.5
2021-01-05,22000104,2020,1610612743,123.0,0.519,0.733,0.32,22.0,42.0,1,1610612750,1610612743,1610612750,1,1,2.0,0,1,114.8,0.49539999999999995,0.7264,0.3974,29.0,40.8,0.4,117.33333333333333,0.48711111111111116,0.7446666666666667,0.37388888888888894,29.11111111111111,45.111111111111114,0.4444444444444444
2020-02-22,21900841,2019,1610612762,120.0,0.489,0.7140000000000001,0.417,20.0,42.0,0,1610612745,1610612745,1610612762,0,1,2.0,0,2,115.2,0.45360000000000006,0.8478,0.3674,20.8,36.6,0.6,118.4,0.4455,0.8326,0.36879999999999996,21.1,38.3,0.7
2011-02-02,21000726,2010,1610612743,90.0,0.4270000000000001,0.708,0.529,26.0,33.0,1,1610612757,1610612757,1610612743,0,0,1.0,1,1,92.6,0.45099999999999996,0.7502,0.33499999999999996,19.8,40.2,0.6,96.3,0.44210000000000005,0.795,0.33259999999999995,19.8,40.7,0.6
2013-04-05,21201128,2012,1610612752,101.0,0.461,0.875,0.3329999999999999,17.0,50.0,1,1610612749,1610612752,1610612749,1,1,2.0,0,10,104.8,0.5068,0.7744000000000001,0.44980000000000003,17.6,34.2,1.0,102.9,0.5011000000000001,0.7513,0.4147,17.3,36.4,1.0
2015-01-13,21400571,2014,1610612762,105.0,0.481,0.833,0.3329999999999999,14.0,44.0,0,1610612744,1610612762,1610612744,1,0,3.0,0,0,95.0,0.46259999999999996,0.7596,0.3328,20.4,44.2,0.4,94.9,0.4389,0.7510000000000001,0.3423999999999999,19.9,46.7,0.5
2014-03-20,21301018,2013,1610612739,102.0,0.4270000000000001,0.8,0.3229999999999999,21.0,53.0,0,1610612760,1610612760,1610612739,0,1,3.0,0,1,106.0,0.4262,0.7768,0.39699999999999996,21.0,49.4,0.6,111.0,0.46790000000000004,0.8103999999999999,0.39669999999999994,22.0,46.0,0.6
2018-01-21,21700685,2017,1610612765,100.0,0.422,0.882,0.31,21.0,43.0,0,1610612751,1610612765,1610612751,1,0,2.0,0,0,105.8,0.47400000000000003,0.6986000000000001,0.4194,25.2,42.8,0.2,102.1,0.4624,0.7303,0.38989999999999997,23.2,40.2,0.3
2013-03-11,21200947,2012,1610612744,63.0,0.2739999999999999,0.643,0.185,12.0,42.0,1,1610612752,1610612752,1610612744,0,0,2.0,0,1,97.8,0.44420000000000004,0.853,0.35519999999999996,19.0,41.0,0.6,98.2,0.4298,0.8241999999999999,0.31639999999999996,18.5,42.1,0.6
2018-11-23,21800270,2018,1610612755,112.0,0.5329999999999999,0.769,0.364,27.0,31.0,0,1610612739,1610612755,1610612739,1,0,2.0,0,4,116.2,0.4678,0.7565999999999999,0.3786,26.2,47.0,0.8,114.1,0.4739,0.7533,0.3405,25.5,47.3,0.7
2007-03-28,20601067,2006,1610612762,102.0,0.47,0.85,0.389,20.0,36.0,1,1610612750,1610612750,1610612762,0,0,1.0,1,0,93.4,0.4808,0.7328,0.3276,23.2,42.2,0.4,92.5,0.4558999999999999,0.7628,0.3343,21.9,39.6,0.3
2006-10-22,10600088,2006,1610612765,105.0,0.47,0.6759999999999999,0.154,27.0,48.0,0,1610612743,1610612765,1610612743,1,0,4.0,0,2,95.2,0.43079999999999996,0.6314,0.2998,20.6,38.0,0.8,95.2,0.43079999999999996,0.6314,0.2998,20.6,38.0,0.8
2003-11-03,20300045,2003,1610612742,93.0,0.47,0.667,0.5,19.0,43.0,1,1610612748,1610612748,1610612742,0,0,3.0,0,0,76.66666666666667,0.377,0.781,0.25933333333333336,14.666666666666666,42.0,0.2,79.0,0.37074999999999997,0.7475,0.25,14.75,45.25,0.4
